age,workclass,education_num,marital_status,occupation,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
30, Private,11, Never-married,3, White, Female,0,0,40,1,0
29, Private,9, Married-civ-spouse,9, White, Male,3137,0,48,39,0
19, Private,10, Never-married,5, White, Female,0,0,20,1,0
45, Self-emp-not-inc,13, Divorced,3, White, Male,0,0,35,1,0
42, Private,13, Married-civ-spouse,4, Asian-Pac-Islander, Male,0,0,72,12,1
32, Private,13, Never-married,6, White, Female,0,1590,40,1,0
90, Self-emp-not-inc,10, Married-civ-spouse,8, White, Male,0,0,40,1,0
44, State-gov,13, Married-civ-spouse,12, White, Male,0,0,44,1,1
34, Self-emp-not-inc,9, Married-civ-spouse,3, White, Male,0,0,40,1,1
35, Private,8, Separated,4, White, Female,0,0,30,1,0
39, Self-emp-not-inc,10, Never-married,11, White, Male,0,0,25,1,0
29, Private,13, Never-married,3, Black, Male,0,0,40,1,0
24, Private,9, Never-married,4, White, Female,0,0,32,1,0
49, Private,10, Married-civ-spouse,4, White, Male,0,0,17,1,0
54, Private,13, Married-civ-spouse,1, Asian-Pac-Islander, Male,15024,0,60,28,1
31, Private,5, Divorced,7, White, Male,0,0,40,1,0
44, Private,10, Divorced,1, White, Female,0,0,50,1,0
27, Self-emp-not-inc,9, Married-civ-spouse,6, White, Male,0,0,40,1,0
24, Private,9, Never-married,2, White, Male,0,0,40,1,0
30, Private,9, Married-civ-spouse,2, White, Male,0,0,60,1,0
27, Private,10, Divorced,1, White, Female,0,0,40,1,0
34, State-gov,13, Married-civ-spouse,5, White, Male,0,0,20,26,0
25, State-gov,10, Married-civ-spouse,1, White, Female,0,0,19,1,0
39, Private,9, Divorced,1, White, Female,0,0,40,1,0
28, Private,10, Married-civ-spouse,10, White, Male,0,0,40,1,1
51, Self-emp-not-inc,9, Married-civ-spouse,11, White, Male,0,0,70,1,0
33, Private,10, Never-married,6, Asian-Pac-Islander, Male,0,0,26,28,0
27, Private,11, Never-married,2, White, Female,0,0,38,1,0
29, Private,9, Never-married,1, White, Male,0,0,40,1,0
33, State-gov,6, Married-civ-spouse,2, White, Male,0,0,40,1,0
37, Private,9, Married-civ-spouse,6, White, Male,0,0,50,1,1
20, Private,9, Never-married,2, White, Male,0,0,40,1,0
24, Private,13, Never-married,1, White, Female,0,0,40,1,0
29, Private,9, Never-married,4, White, Female,0,0,35,1,0
31, Private,13, Married-civ-spouse,1, White, Male,0,2246,45,1,1
41, Private,10, Married-civ-spouse,11, White, Male,0,0,40,1,0
42, Self-emp-not-inc,10, Married-civ-spouse,11, White, Male,0,0,40,1,0
20, Private,10, Never-married,6, White, Female,0,0,30,1,0
54, Private,5, Separated,11, White, Male,0,0,40,1,0
55, Private,13, Married-spouse-absent,11, White, Female,0,0,55,39,0
21, Private,9, Married-civ-spouse,2, White, Male,0,0,32,1,0
52, Private,11, Married-civ-spouse,1, White, Male,0,1977,45,1,1
19, Private,9, Never-married,5, White, Male,0,0,40,1,0
33, Private,11, Married-civ-spouse,11, Black, Male,0,0,40,1,0
22, Private,9, Separated,4, Black, Female,0,0,35,1,0
59, Private,9, Never-married,1, White, Female,0,625,38,1,0
31, Private,8, Never-married,6, White, Male,0,0,32,1,0
74, Self-emp-not-inc,9, Married-civ-spouse,6, White, Male,0,0,40,1,1
45, Private,6, Divorced,4, Black, Female,0,0,40,1,0
36, Private,9, Never-married,5, White, Female,0,0,40,1,0
35, Self-emp-inc,10, Divorced,1, White, Male,0,0,60,1,0
45, Private,10, Divorced,11, White, Male,0,0,40,1,0
42, Self-emp-not-inc,9, Never-married,8, White, Male,0,0,85,1,0
50, State-gov,14, Divorced,3, White, Female,0,0,40,1,0
39, Private,9, Divorced,1, White, Female,0,0,40,1,0
44, Private,10, Separated,1, White, Male,0,1980,45,8,0
52, Private,2, Married-civ-spouse,8, White, Male,0,0,56,5,1
24, Private,13, Never-married,3, White, Male,0,0,43,1,0
56, Self-emp-inc,5, Married-civ-spouse,7, White, Male,0,0,99,1,0
27, Private,9, Married-civ-spouse,9, White, Male,0,0,50,1,1
47, Self-emp-inc,13, Married-civ-spouse,1, White, Male,0,1902,45,1,1
40, Self-emp-not-inc,15, Married-civ-spouse,3, Amer-Indian-Eskimo, Male,0,1977,60,1,1
38, Private,9, Never-married,3, White, Male,0,0,40,1,0
27, Private,11, Divorced,6, White, Female,0,0,40,1,0
52, Private,9, Divorced,5, White, Female,0,0,38,1,0
22, Private,9, Divorced,6, White, Male,0,0,40,1,0
41, Private,10, Married-civ-spouse,11, White, Male,0,0,40,26,0
30, Private,9, Divorced,5, White, Female,0,0,20,1,0
55, Private,13, Married-civ-spouse,4, Asian-Pac-Islander, Male,0,0,35,12,0
25, Private,10, Never-married,5, White, Male,0,1590,40,1,0
32, Private,13, Married-civ-spouse,3, White, Male,0,0,40,1,0
28, Private,10, Separated,4, White, Female,0,0,60,1,0
33, Self-emp-inc,9, Married-civ-spouse,1, White, Male,0,0,50,1,0
17, Private,9, Never-married,8, Black, Male,0,0,40,1,0
27, Private,9, Married-civ-spouse,7, White, Male,0,0,40,1,0
55, Private,11, Married-civ-spouse,9, White, Male,0,0,20,1,0
63, Federal-gov,10, Married-civ-spouse,10, White, Male,0,0,18,1,1
39, Private,9, Married-civ-spouse,4, White, Female,5013,0,40,1,0
51, Federal-gov,16, Married-civ-spouse,3, White, Male,4386,0,52,1,1
67, Self-emp-not-inc,4, Married-civ-spouse,11, White, Male,0,0,40,1,0
27, Private,9, Widowed,11, White, Female,0,1594,26,1,0
54, Private,14, Married-civ-spouse,1, White, Male,0,0,45,1,1
59, Private,6, Married-civ-spouse,7, Black, Male,0,0,40,1,1
18, Private,9, Never-married,5, White, Female,0,0,25,1,0
19, Private,9, Never-married,11, White, Male,0,0,20,1,0
31, Private,9, Married-civ-spouse,9, White, Male,0,0,50,1,0
17, Private,7, Never-married,4, White, Female,0,0,7,1,0
42, Private,9, Married-civ-spouse,10, Asian-Pac-Islander, Male,15024,0,40,1,1
37, Private,10, Married-spouse-absent,3, White, Female,0,0,30,1,0
51, Local-gov,9, Married-civ-spouse,11, White, Male,0,0,40,1,0
48, Private,9, Never-married,5, White, Female,2463,0,40,1,0
23, Private,9, Never-married,7, White, Male,0,0,40,1,0
27, Private,11, Married-civ-spouse,6, White, Male,0,0,45,1,0
25, Private,9, Never-married,2, White, Male,0,0,40,1,0
69, Private,12, Divorced,5, White, Female,2964,0,6,10,0
30, Private,13, Never-married,1, White, Male,0,0,44,1,0
33, Private,9, Married-civ-spouse,2, White, Male,0,0,35,4,0
28, Private,9, Never-married,2, White, Male,0,0,48,1,0
45, Private,3, Married-civ-spouse,9, White, Male,0,0,40,5,0
25, Private,10, Never-married,5, White, Male,0,0,15,1,0
37, Private,11, Married-civ-spouse,11, White, Male,0,0,45,1,1
59, Private,1, Never-married,9, White, Male,0,0,40,22,0
26, Private,9, Never-married,4, White, Female,0,0,30,1,0
48, Private,10, Separated,4, White, Female,0,0,25,31,0
64, Federal-gov,9, Married-civ-spouse,5, White, Male,0,0,40,1,0
39, Private,13, Married-civ-spouse,10, White, Male,0,0,50,1,0
24, Private,13, Never-married,5, White, Male,0,0,40,1,0
40, State-gov,14, Never-married,1, White, Female,0,0,35,1,0
46, Private,14, Married-spouse-absent,1, White, Male,0,0,70,1,1
35, Federal-gov,10, Married-civ-spouse,12, Black, Male,0,0,40,1,1
43, Private,9, Married-civ-spouse,5, White, Female,0,0,40,1,1
31, Private,9, Separated,7, White, Male,0,0,40,1,0
22, Private,10, Never-married,5, White, Female,0,0,25,1,0
35, Private,10, Never-married,4, White, Male,0,0,30,1,0
35, Private,9, Separated,7, White, Male,0,0,50,1,0
35, State-gov,10, Divorced,10, White, Female,0,0,40,1,0
40, Private,15, Married-civ-spouse,3, White, Male,0,0,40,1,1
50, Private,14, Never-married,3, White, Female,0,0,40,1,0
48, Self-emp-not-inc,15, Divorced,3, White, Male,14084,0,63,1,1
46, Private,9, Divorced,5, White, Female,0,0,40,1,0
36, Private,9, Divorced,9, White, Female,0,0,38,1,0
37, State-gov,13, Married-civ-spouse,3, White, Male,0,0,36,1,1
24, Private,5, Married-civ-spouse,6, White, Male,0,0,45,5,0
47, Local-gov,13, Separated,3, White, Female,0,0,70,1,0
35, Self-emp-not-inc,9, Divorced,11, White, Male,0,0,50,1,0
43, Private,13, Married-civ-spouse,5, Asian-Pac-Islander, Male,0,0,40,37,0
18, State-gov,7, Never-married,4, White, Male,0,0,20,1,0
54, Private,9, Married-civ-spouse,4, White, Male,0,0,50,1,0
62, Private,9, Never-married,4, Black, Female,0,0,38,1,0
36, Private,13, Married-civ-spouse,11, White, Male,0,0,48,1,1
27, Private,5, Married-civ-spouse,8, Amer-Indian-Eskimo, Male,0,0,40,1,0
23, Private,10, Never-married,5, Asian-Pac-Islander, Male,0,0,14,6,0
33, Self-emp-not-inc,3, Married-civ-spouse,11, White, Male,0,0,50,1,1
28, Private,2, Never-married,9, White, Female,0,0,40,5,0
22, Private,9, Never-married,5, White, Male,0,0,20,1,0
31, Self-emp-not-inc,11, Married-civ-spouse,8, White, Male,0,0,60,1,1
26, Private,13, Never-married,4, White, Male,0,0,30,1,0
44, Private,13, Divorced,1, White, Male,0,0,50,1,1
73, Private,13, Married-civ-spouse,3, White, Male,0,0,30,1,0
44, Private,13, Divorced,6, White, Female,0,0,35,1,0
35, Private,11, Divorced,1, White, Male,0,0,45,1,0
27, Private,13, Never-married,5, White, Female,0,0,40,1,0
47, Federal-gov,13, Married-civ-spouse,12, Black, Male,0,0,50,1,1
29, Private,9, Married-civ-spouse,11, White, Male,0,0,45,1,1
33, Private,10, Married-civ-spouse,4, White, Female,0,0,26,1,0
50, Private,10, Divorced,4, White, Female,0,0,15,1,0
32, Private,9, Married-civ-spouse,2, White, Male,2829,0,40,1,0
41, Self-emp-not-inc,14, Divorced,2, White, Male,0,0,40,31,0
45, Private,9, Married-civ-spouse,6, White, Male,0,0,60,1,1
65, Private,9, Widowed,5, White, Female,0,810,36,1,0
42, State-gov,10, Separated,10, White, Female,0,0,40,1,0
33, Self-emp-not-inc,13, Married-civ-spouse,3, Black, Male,0,0,25,1,1
32, Private,13, Married-civ-spouse,6, White, Male,99999,0,60,1,1
42, Private,10, Married-civ-spouse,3, White, Male,0,0,40,1,1
49, Private,10, Separated,1, White, Female,0,0,45,1,1
38, Private,9, Married-civ-spouse,12, White, Male,0,0,45,1,0
38, Private,10, Married-civ-spouse,1, White, Male,0,0,50,1,0
37, Private,10, Married-civ-spouse,11, White, Male,0,0,52,1,0
24, Private,10, Never-married,9, White, Male,0,0,30,1,0
27, Self-emp-not-inc,10, Never-married,6, White, Male,0,0,50,1,0
25, Private,5, Married-spouse-absent,5, Asian-Pac-Islander, Female,0,0,40,37,0
29, Private,9, Married-civ-spouse,6, White, Male,0,0,50,1,0
46, Private,9, Married-civ-spouse,7, White, Male,0,0,70,1,0
44, Self-emp-inc,9, Married-civ-spouse,7, White, Male,0,0,96,1,0
26, Private,13, Never-married,6, Asian-Pac-Islander, Female,0,0,40,28,0
46, Local-gov,12, Married-civ-spouse,12, White, Male,0,0,49,1,1
38, Private,10, Separated,1, White, Male,0,0,40,1,0
38, Private,10, Married-civ-spouse,11, White, Male,0,0,40,1,0
22, State-gov,13, Married-civ-spouse,1, White, Male,0,0,20,1,0
33, Private,10, Divorced,6, White, Male,0,0,40,1,0
50, Private,12, Divorced,5, Asian-Pac-Islander, Male,0,0,40,1,0
31, Local-gov,9, Married-civ-spouse,12, White, Male,0,0,41,1,1
26, Self-emp-not-inc,10, Never-married,3, White, Female,0,0,4,5,0
42, Private,10, Married-civ-spouse,2, White, Male,0,0,38,1,0
27, Private,9, Married-civ-spouse,11, White, Male,0,0,40,1,0
34, Private,14, Married-civ-spouse,3, White, Male,0,0,45,1,1
64, Private,9, Married-civ-spouse,12, White, Male,0,0,40,1,0
43, Private,10, Married-civ-spouse,11, White, Male,0,0,40,1,0
39, Private,9, Married-civ-spouse,11, White, Male,0,0,40,1,0
47, Self-emp-not-inc,15, Never-married,3, White, Male,0,0,40,1,1
56, Private,14, Never-married,3, White, Male,0,0,66,1,0
25, Local-gov,14, Never-married,3, White, Male,0,0,20,1,0
60, State-gov,13, Divorced,1, White, Female,0,0,35,1,0
52, Private,9, Married-civ-spouse,6, White, Male,0,0,44,1,0
43, Private,9, Divorced,2, White, Male,594,0,16,1,0
46, Private,13, Never-married,5, Asian-Pac-Islander, Female,0,0,40,12,0
19, Private,10, Never-married,5, White, Female,0,0,30,1,0
56, Private,4, Never-married,8, Black, Female,0,0,20,1,0
22, Private,13, Never-married,3, White, Male,0,0,40,1,0
39, Private,3, Separated,6, Black, Female,0,0,30,6,0
28, Private,10, Divorced,3, White, Male,0,0,40,1,0
31, Private,13, Married-civ-spouse,6, White, Male,0,0,50,1,1
22, Private,9, Never-married,4, White, Female,0,0,35,1,0
39, Private,13, Married-civ-spouse,1, White, Male,0,0,40,1,1
28, Self-emp-not-inc,7, Never-married,11, White, Male,0,0,40,5,0
31, Private,9, Never-married,5, White, Female,0,0,35,6,0
50, Private,13, Married-civ-spouse,6, White, Male,0,0,40,1,0
34, Private,9, Married-civ-spouse,11, White, Male,3908,0,46,1,0
48, Private,9, Married-civ-spouse,5, White, Female,0,0,40,10,1
51, Private,13, Divorced,5, White, Female,0,0,40,1,0
54, Private,9, Married-civ-spouse,6, White, Male,0,0,40,1,0
44, Private,11, Divorced,7, White, Male,0,0,40,1,0
20, Private,10, Never-married,6, Black, Female,0,0,20,1,0
37, Private,9, Married-civ-spouse,4, Black, Male,0,0,40,1,0
38, Private,10, Married-civ-spouse,3, White, Male,0,0,40,1,0
59, Federal-gov,12, Married-civ-spouse,8, Black, Male,0,0,40,1,0
59, Self-emp-not-inc,13, Married-civ-spouse,3, White, Male,0,0,50,1,0
51, Private,10, Divorced,11, White, Male,0,0,48,1,1
29, Private,10, Married-civ-spouse,3, White, Male,0,0,40,1,0
37, Private,10, Never-married,9, White, Female,0,0,40,1,0
42, Private,6, Married-civ-spouse,11, White, Male,0,0,35,1,0
28, Self-emp-inc,13, Married-civ-spouse,3, White, Male,0,0,50,1,1
34, Private,9, Never-married,6, White, Female,0,0,40,1,0
50, Self-emp-not-inc,13, Married-civ-spouse,1, White, Male,0,0,40,26,1
22, Self-emp-inc,9, Never-married,9, White, Male,0,0,24,1,0
27, Private,9, Never-married,4, White, Female,0,0,52,1,0
45, State-gov,15, Divorced,3, White, Female,0,0,43,1,0
39, Private,9, Divorced,5, Black, Female,0,0,38,1,0
25, Local-gov,13, Never-married,3, White, Female,0,0,35,1,0
24, Self-emp-inc,13, Married-civ-spouse,1, White, Male,0,0,40,1,1
18, Private,9, Never-married,9, White, Female,0,0,30,1,0
23, Private,8, Never-married,4, Black, Male,0,0,38,1,0
20, Private,3, Never-married,4, White, Male,0,0,40,5,0
17, Self-emp-not-inc,6, Never-married,4, White, Female,0,0,24,1,0
63, Self-emp-inc,13, Married-civ-spouse,8, White, Male,0,0,40,1,1
28, Local-gov,13, Married-civ-spouse,2, White, Male,0,0,65,1,1
51, Federal-gov,13, Married-civ-spouse,3, White, Male,0,0,50,1,1
29, Private,13, Never-married,6, White, Female,3325,0,45,1,0
64, Private,10, Widowed,5, White, Female,0,0,12,1,0
17, Private,6, Never-married,4, White, Male,0,0,25,1,0
45, Local-gov,10, Divorced,5, Black, Female,6497,0,35,1,0
18, Private,8, Never-married,4, Black, Male,0,0,20,1,0
31, Local-gov,9, Never-married,5, White, Female,0,0,40,1,0
48, Self-emp-not-inc,13, Married-spouse-absent,6, White, Male,0,0,50,1,1
41, Private,10, Never-married,3, White, Female,0,0,45,1,0
65, Private,15, Married-civ-spouse,3, White, Male,20051,0,60,1,1
27, Private,11, Divorced,9, White, Male,0,0,40,1,0
39, Private,11, Married-civ-spouse,1, White, Male,0,0,40,1,0
51, Self-emp-not-inc,10, Divorced,11, White, Male,0,0,8,6,1
49, Private,14, Married-civ-spouse,1, White, Male,0,0,45,1,1
36, Private,13, Married-civ-spouse,6, White, Male,0,1902,45,1,1
25, Private,9, Never-married,9, Black, Female,0,0,40,1,0
41, Private,10, Divorced,5, Black, Female,0,0,37,1,0
31, Private,5, Divorced,5, White, Female,0,0,40,1,0
63, Private,7, Married-civ-spouse,12, White, Male,4386,0,37,1,1
50, State-gov,13, Divorced,1, White, Female,0,0,40,1,0
63, Private,10, Divorced,4, White, Male,0,0,40,1,0
44, Self-emp-not-inc,14, Never-married,8, White, Male,0,0,99,1,0
48, Private,9, Divorced,7, White, Male,0,0,65,1,0
51, Self-emp-not-inc,10, Married-civ-spouse,6, White, Male,0,0,50,1,0
18, Private,9, Never-married,5, White, Female,0,0,15,1,0
23, Private,10, Never-married,4, White, Male,0,0,25,1,0
31, Private,9, Married-civ-spouse,9, White, Male,5013,0,40,1,0
38, Private,9, Married-civ-spouse,11, White, Male,0,0,40,1,0
56, Private,10, Married-civ-spouse,8, White, Male,0,0,60,1,1
31, Private,4, Divorced,7, White, Male,0,0,20,1,0
46, Private,10, Married-civ-spouse,5, White, Male,0,0,40,1,0
39, Private,14, Married-civ-spouse,1, White, Male,0,0,50,1,1
56, Local-gov,9, Married-civ-spouse,4, Asian-Pac-Islander, Male,0,0,40,27,0
31, Private,9, Never-married,1, White, Female,0,0,40,1,0
42, Self-emp-inc,13, Married-civ-spouse,3, White, Male,0,1977,40,1,1
53, Private,9, Married-civ-spouse,1, White, Male,0,0,35,1,1
18, Private,7, Never-married,4, White, Female,0,0,15,1,0
27, Private,9, Married-civ-spouse,3, White, Male,0,1848,45,1,1
31, Private,13, Never-married,8, White, Male,0,0,40,1,0
52, Federal-gov,14, Married-civ-spouse,1, White, Male,5013,0,40,1,0
46, Private,9, Married-civ-spouse,4, White, Male,0,0,40,1,0
30, Private,10, Never-married,4, White, Male,0,0,24,1,0
26, Private,13, Never-married,4, White, Female,0,0,40,1,0
48, Local-gov,14, Married-civ-spouse,3, White, Male,0,0,50,1,1
37, Private,10, Married-civ-spouse,11, White, Male,0,0,40,1,1
29, Private,5, Married-civ-spouse,11, White, Male,0,0,40,1,0
49, Private,9, Married-civ-spouse,1, White, Male,7688,0,55,1,1
24, Private,9, Divorced,9, White, Male,0,0,40,1,0
74, Self-emp-not-inc,9, Married-civ-spouse,6, White, Male,0,2149,20,1,0
56, Self-emp-not-inc,3, Married-civ-spouse,1, White, Male,0,1887,67,1,1
39, Federal-gov,13, Never-married,5, White, Male,0,1741,40,1,0
21, Private,9, Never-married,7, White, Male,0,0,40,1,0
29, Private,13, Never-married,1, White, Female,0,2258,45,1,1
43, Self-emp-not-inc,9, Divorced,4, White, Male,0,0,45,1,0
23, Private,13, Never-married,12, White, Female,2907,0,40,1,0
26, Private,9, Never-married,1, White, Female,0,0,50,1,0
47, Private,9, Married-civ-spouse,7, White, Male,0,0,60,1,0
27, Private,9, Married-civ-spouse,9, White, Male,0,0,55,1,0
45, Private,9, Married-civ-spouse,9, White, Male,0,0,45,1,1
30, Private,9, Never-married,12, White, Male,0,0,70,1,0
35, Private,10, Married-civ-spouse,5, White, Female,7688,0,20,1,1
33, Private,9, Married-civ-spouse,11, White, Male,0,0,40,1,0
37, Private,9, Married-civ-spouse,11, White, Male,0,0,40,1,1
21, Private,9, Never-married,8, White, Male,0,0,20,1,0
42, Private,9, Married-civ-spouse,6, White, Male,0,0,40,1,0
48, Federal-gov,9, Married-civ-spouse,5, White, Male,0,0,36,1,0
46, Private,9, Never-married,11, White, Female,0,0,48,1,0
36, Private,3, Separated,9, White, Female,0,0,40,1,0
54, Private,9, Never-married,3, White, Male,0,0,40,1,0
25, Private,9, Married-civ-spouse,5, White, Female,0,0,40,1,0
26, Local-gov,9, Divorced,5, White, Female,0,0,25,1,0
36, Self-emp-inc,9, Married-civ-spouse,7, White, Male,0,0,57,1,0
56, Self-emp-not-inc,13, Never-married,3, White, Male,0,0,20,1,0
37, Private,9, Married-civ-spouse,11, White, Male,0,0,40,1,0
26, Private,13, Never-married,3, White, Female,0,0,40,1,1
23, Private,13, Never-married,4, White, Female,0,0,25,1,0
23, State-gov,13, Never-married,3, White, Female,0,0,40,1,0
41, State-gov,13, Never-married,5, White, Male,0,0,40,1,0
55, Private,13, Married-civ-spouse,1, White, Male,0,0,50,1,1
39, Private,13, Married-civ-spouse,1, White, Male,0,0,40,1,1
67, Local-gov,12, Married-civ-spouse,1, White, Male,0,0,35,1,0
60, Private,9, Widowed,6, White, Female,0,0,50,1,0
54, Private,9, Widowed,6, White, Female,0,0,40,1,0
38, Private,14, Married-civ-spouse,3, White, Male,0,0,40,8,1
47, Private,10, Married-civ-spouse,9, Asian-Pac-Islander, Male,3103,0,40,12,1
49, State-gov,13, Married-civ-spouse,3, White, Male,0,0,42,1,1
19, Private,9, Never-married,6, White, Female,0,0,24,1,0
20, Private,10, Never-married,11, White, Male,0,0,40,1,0
66, Private,9, Widowed,6, White, Female,0,0,35,1,0
51, Self-emp-not-inc,14, Married-civ-spouse,1, White, Male,0,0,42,1,1
19, Private,10, Never-married,1, White, Male,0,0,40,1,0
36, Private,10, Divorced,5, White, Female,0,0,40,1,0
33, Private,9, Married-civ-spouse,7, White, Male,0,0,60,1,1
41, Private,13, Divorced,6, White, Male,0,1980,56,1,0
90, Private,9, Married-civ-spouse,11, White, Male,9386,0,50,17,1
36, Private,9, Divorced,1, White, Female,0,0,40,1,0
30, Private,15, Divorced,6, White, Male,0,0,55,1,0
35, Private,10, Divorced,1, White, Male,0,0,40,5,0
46, Private,14, Married-civ-spouse,1, White, Male,0,0,45,1,1
38, Private,9, Never-married,9, White, Male,0,0,40,1,0
24, Private,13, Married-civ-spouse,3, White, Male,0,0,40,1,0
40, Private,13, Married-civ-spouse,4, White, Female,0,0,40,6,0
49, Private,4, Married-civ-spouse,9, White, Male,0,0,40,1,0
19, Private,9, Never-married,4, Black, Male,0,0,30,1,0
77, Private,10, Widowed,14, White, Female,0,0,20,1,0
46, Private,9, Married-civ-spouse,2, White, Male,0,0,56,1,1
41, Private,10, Separated,11, Black, Male,0,0,40,1,0
28, Private,2, Never-married,8, White, Male,0,0,77,5,0
21, Private,9, Married-civ-spouse,11, White, Male,0,0,40,1,0
24, Private,8, Never-married,8, Black, Male,0,0,40,1,0
36, Private,9, Married-civ-spouse,7, Black, Male,0,0,45,1,0
23, State-gov,10, Never-married,5, White, Male,0,0,25,1,0
38, Federal-gov,9, Married-civ-spouse,7, White, Male,0,2051,40,1,0
29, Self-emp-not-inc,9, Married-civ-spouse,11, White, Male,0,0,40,1,0
38, Private,10, Married-civ-spouse,1, White, Male,0,0,50,1,1
47, Federal-gov,13, Never-married,5, Black, Male,0,0,40,1,1
39, Local-gov,14, Divorced,3, White, Female,0,0,40,1,0
40, Local-gov,13, Married-civ-spouse,3, White, Male,0,0,48,1,0
32, Private,9, Divorced,5, Asian-Pac-Islander, Female,0,0,40,1,0
23, Private,9, Never-married,1, White, Male,0,0,40,1,0
44, State-gov,9, Married-civ-spouse,12, White, Male,0,0,40,1,0
70, Private,13, Widowed,3, White, Female,0,0,20,6,0
51, Private,14, Married-civ-spouse,12, White, Male,0,1977,40,1,1
66, Private,5, Separated,4, Black, Female,0,0,30,1,0
57, Self-emp-inc,10, Married-civ-spouse,1, White, Male,0,0,40,1,0
36, Private,10, Married-civ-spouse,9, White, Male,0,0,40,1,1
48, Self-emp-inc,13, Divorced,6, White, Male,0,0,60,1,1
51, Private,14, Married-civ-spouse,3, White, Female,0,0,40,1,1
43, Private,13, Married-civ-spouse,1, White, Male,0,0,50,1,1
27, Private,9, Married-civ-spouse,11, White, Male,0,0,60,1,0
32, Private,13, Never-married,5, White, Female,0,0,40,1,0
20, Private,10, Never-married,5, White, Female,0,0,35,1,0
33, Private,10, Divorced,5, White, Female,0,0,40,1,0
19, Private,10, Never-married,5, White, Male,0,0,40,1,0
32, Local-gov,10, Married-civ-spouse,11, White, Male,0,0,60,1,1
35, Private,15, Never-married,3, Asian-Pac-Islander, Male,0,0,40,4,1
26, Private,9, Married-civ-spouse,11, White, Male,5013,0,60,1,0
39, Private,9, Never-married,6, White, Female,0,0,60,1,0
24, Private,13, Never-married,4, Black, Female,0,0,75,1,0
45, Private,10, Married-civ-spouse,1, White, Male,0,0,40,1,1
20, Private,10, Never-married,5, White, Male,0,0,40,1,0
49, State-gov,13, Married-civ-spouse,3, White, Female,0,0,45,1,0
35, State-gov,14, Never-married,3, White, Female,0,0,40,1,0
30, Private,9, Never-married,5, White, Female,0,0,40,1,0
23, Private,10, Never-married,5, White, Female,0,1617,25,1,0
33, Private,13, Married-civ-spouse,1, White, Male,0,0,45,1,0
35, Private,9, Married-civ-spouse,7, White, Male,0,0,50,1,0
31, Private,14, Married-civ-spouse,3, White, Male,0,0,50,1,0
20, Private,7, Never-married,11, Black, Male,0,0,25,1,0
44, Private,9, Married-civ-spouse,11, White, Male,0,0,40,1,0
33, Self-emp-not-inc,9, Married-civ-spouse,4, Black, Male,0,0,40,1,0
50, Private,10, Married-civ-spouse,9, White, Male,0,0,40,1,0
25, Private,9, Never-married,5, White, Female,0,0,40,5,0
28, State-gov,9, Married-civ-spouse,12, White, Male,0,0,40,1,0
60, Federal-gov,13, Married-civ-spouse,5, Black, Male,0,0,40,1,1
38, Federal-gov,11, Married-civ-spouse,11, White, Male,0,0,40,1,0
38, Private,10, Married-civ-spouse,11, Black, Male,0,0,40,1,0
57, Federal-gov,13, Never-married,5, White, Male,0,2258,40,1,0
50, Private,9, Married-civ-spouse,11, White, Male,0,0,40,1,1
39, Local-gov,7, Divorced,5, White, Female,0,0,40,1,0
69, Local-gov,9, Married-civ-spouse,11, White, Male,1424,0,6,1,0
51, State-gov,11, Divorced,10, White, Male,0,2444,39,1,1
42, Private,9, Married-civ-spouse,2, Black, Male,0,0,40,1,0
53, Private,13, Married-civ-spouse,1, White, Male,0,0,50,1,1
37, Private,13, Married-civ-spouse,2, White, Male,0,0,40,1,0
37, Private,6, Married-civ-spouse,11, White, Male,0,0,40,1,0
38, Private,9, Married-civ-spouse,11, White, Male,7298,0,50,1,1
20, Private,10, Never-married,4, White, Female,0,0,24,1,0
38, State-gov,10, Separated,5, Black, Female,0,0,38,1,0
52, Private,11, Married-civ-spouse,11, White, Male,0,0,48,13,1
48, Self-emp-inc,11, Married-civ-spouse,1, White, Male,0,0,50,1,1
30, Private,11, Married-civ-spouse,9, White, Male,0,0,40,1,1
37, Self-emp-not-inc,9, Married-civ-spouse,1, White, Male,0,1848,65,1,1
47, Private,9, Married-civ-spouse,6, White, Male,0,0,45,1,0
33, Local-gov,13, Divorced,12, White, Female,0,0,60,10,0
33, Private,9, Married-spouse-absent,4, Asian-Pac-Islander, Female,0,0,35,16,0
20, Private,10, Never-married,4, White, Male,0,0,15,1,0
41, State-gov,13, Divorced,1, White, Male,0,0,40,1,0
32, Private,10, Married-civ-spouse,7, White, Male,0,1485,45,1,1
36, Federal-gov,13, Married-civ-spouse,1, White, Female,0,0,40,1,0
46, Private,13, Never-married,3, White, Female,0,0,40,1,0
45, Private,13, Married-civ-spouse,1, White, Male,0,0,40,1,1
18, Private,10, Never-married,4, White, Female,0,0,16,1,0
62, Private,10, Married-civ-spouse,7, White, Male,0,0,60,1,0
33, Private,9, Married-civ-spouse,9, White, Male,0,0,40,1,0
42, Private,9, Divorced,11, White, Male,0,0,40,1,0
18, Private,10, Never-married,3, White, Female,0,0,40,1,0
32, Private,11, Divorced,5, White, Female,0,0,40,1,0
43, Private,4, Married-civ-spouse,7, Black, Male,0,0,40,1,0
20, Private,9, Never-married,4, Black, Female,0,0,25,1,0
50, Private,13, Divorced,6, White, Male,0,0,45,1,0
36, Private,9, Married-civ-spouse,11, White, Male,0,0,40,1,0
